Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","06/04/2023 14:28 UTC"
"Last updated:","16 June 2022"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=15Eqwr
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Other people in need of international protection"
2022,Somalia,SOM,Niger,NER,38,31,-
2022,Somalia,SOM,Norway,NOR,3060,16,-
2022,Somalia,SOM,Nauru,NRU,75,5,-
2022,Somalia,SOM,"New Zealand",NZL,9,0,-
2022,Somalia,SOM,Pakistan,PAK,175,27,-
2022,Somalia,SOM,Panama,PAN,0,101,-
2022,Somalia,SOM,Philippines,PHL,30,33,-
2022,Somalia,SOM,"Papua New Guinea",PNG,12,0,-
2022,Somalia,SOM,Poland,POL,19,11,-
2022,Somalia,SOM,Portugal,PRT,53,0,-
2022,Somalia,SOM,Qatar,QAT,8,5,-
2022,Somalia,SOM,Romania,ROU,357,64,-
2022,Somalia,SOM,"South Africa",ZAF,22388,4539,-
2022,Somalia,SOM,Rwanda,RWA,12,7,-
2022,Somalia,SOM,"Saudi Arabia",SAU,16,74,-
2022,Somalia,SOM,Spain,ESP,705,205,-
2022,Somalia,SOM,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,7,15,-
2022,Somalia,SOM,"South Sudan",SSD,5,31,-
2022,Somalia,SOM,Sudan,SDN,409,156,-
2022,Somalia,SOM,Slovakia,SVK,34,0,-
2022,Somalia,SOM,Slovenia,SVN,52,5,-
2022,Somalia,SOM,Eswatini,SWZ,145,291,-
2022,Somalia,SOM,Sweden,SWE,9315,412,-
2022,Somalia,SOM,Switzerland,CHE,2608,179,-
2022,Somalia,SOM,"Syrian Arab Rep.",SYR,346,13,-
2022,Somalia,SOM,"United Rep. of Tanzania",TZA,162,0,-
2022,Somalia,SOM,Thailand,THA,162,5,-
2022,Somalia,SOM,Tunisia,TUN,21,131,-
2022,Somalia,SOM,"United Arab Emirates",ARE,21,0,-
2022,Somalia,SOM,Uganda,UGA,50086,8992,-
2022,Somalia,SOM,Ukraine,UKR,73,62,-
2022,Somalia,SOM,Uruguay,URY,5,0,-
2022,Somalia,SOM,"United States of America",USA,1463,418,-
2022,Somalia,SOM,Yemen,YEM,69230,155,-
2022,Somalia,SOM,Zambia,ZMB,3334,566,-
2022,Somalia,SOM,Zimbabwe,ZWE,13,21,-
2022,Spain,ESP,Argentina,ARG,0,5,-
2022,Spain,ESP,Belgium,BEL,0,7,-
2022,Spain,ESP,Brazil,BRA,0,57,-
2022,Spain,ESP,Canada,CAN,5,28,-
2022,Spain,ESP,"Costa Rica",CRI,0,10,-
2022,Spain,ESP,Ecuador,ECU,5,0,-
2022,Spain,ESP,Germany,DEU,23,9,-
2022,Spain,ESP,"Rep. of Moldova",MDA,10,0,-
2022,Spain,ESP,Mexico,MEX,5,23,-
2022,Spain,ESP,Peru,PER,0,18,-
2022,Spain,ESP,Switzerland,CHE,5,0,-
2022,Spain,ESP,"United States of America",USA,6,330,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Albania,ALB,57,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Australia,AUS,0,20,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Austria,AUT,406,93,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Belgium,BEL,914,62,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Brazil,BRA,92,9,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"Bosnia and Herzegovina",BIH,36,5,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Canada,CAN,38,45,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Colombia,COL,5,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Cyprus,CYP,59,9,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Czechia,CZE,5,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Denmark,DNK,5,5,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Estonia,EST,7,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Finland,FIN,36,7,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,France,FRA,18008,596,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,72,72,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Germany,DEU,6257,2142,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Greece,GRC,23,6,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Croatia,HRV,5,5,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Hungary,HUN,40,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Ireland,IRL,56,10,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Israel,ISR,0,77,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Italy,ITA,1449,290,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Luxembourg,LUX,97,5,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"North Macedonia",MKD,251,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Montenegro,MNE,54,5,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Malta,MLT,7,5,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Netherlands,NLD,81,12,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Norway,NOR,26,5,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Poland,POL,5,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Spain,ESP,13,30,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Slovakia,SVK,47,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Slovenia,SVN,11,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Sweden,SWE,516,191,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Switzerland,CHE,1531,61,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Ukraine,UKR,5,0,-
2022,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United States of America",USA,723,1780,-
2022,"Viet Nam",VNM,Australia,AUS,327,3524,-
2022,"Viet Nam",VNM,Austria,AUT,0,8,-
2022,"Viet Nam",VNM,Belgium,BEL,23,18,-
2022,"Viet Nam",VNM,Brazil,BRA,5,5,-
2022,"Viet Nam",VNM,Cambodia,KHM,16,0,-
2022,"Viet Nam",VNM,Canada,CAN,75,220,-
2022,"Viet Nam",VNM,"Costa Rica",CRI,0,7,-
2022,"Viet Nam",VNM,Cyprus,CYP,5,317,-
2022,"Viet Nam",VNM,Czechia,CZE,15,28,-
2022,"Viet Nam",VNM,Denmark,DNK,0,23,-
2022,"Viet Nam",VNM,Ecuador,ECU,5,0,-
2022,"Viet Nam",VNM,Finland,FIN,7,5,-
2022,"Viet Nam",VNM,France,FRA,7991,15,-
2022,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,3107,3851,-
2022,"Viet Nam",VNM,Germany,DEU,2284,269,-
2022,"Viet Nam",VNM,Greece,GRC,5,0,-
2022,"Viet Nam",VNM,"Cote d'Ivoire",CIV,5,0,-
2022,"Viet Nam",VNM,Indonesia,IDN,8,0,-
2022,"Viet Nam",VNM,Ireland,IRL,13,26,-
2022,"Viet Nam",VNM,Israel,ISR,0,9,-
2022,"Viet Nam",VNM,Italy,ITA,0,5,-
2022,"Viet Nam",VNM,"Rep. of Korea",KOR,0,63,-
2022,"Viet Nam",VNM,Monaco,MCO,7,0,-
2022,"Viet Nam",VNM,"Rep. of Moldova",MDA,0,89,-
2022,"Viet Nam",VNM,Netherlands,NLD,86,5,-
2022,"Viet Nam",VNM,Norway,NOR,38,5,-
2022,"Viet Nam",VNM,"New Zealand",NZL,7,5,-
2022,"Viet Nam",VNM,Philippines,PHL,18,7,-
2022,"Viet Nam",VNM,Poland,POL,86,6,-
2022,"Viet Nam",VNM,Spain,ESP,11,20,-
2022,"Viet Nam",VNM,Slovakia,SVK,24,0,-
2022,"Viet Nam",VNM,Sweden,SWE,51,49,-
2022,"Viet Nam",VNM,Switzerland,CHE,7,0,-
2022,"Viet Nam",VNM,Thailand,THA,998,362,-
2022,"Viet Nam",VNM,"Trinidad and Tobago",TTO,0,7,-
2022,"Viet Nam",VNM,Ukraine,UKR,0,13,-
2022,"Viet Nam",VNM,"United States of America",USA,415,1535,-
2022,"Viet Nam",VNM,Yemen,YEM,15,0,-
2022,"South Sudan",SSD,Egypt,EGY,19649,2642,-
2022,"South Sudan",SSD,Australia,AUS,22,37,-
2022,"South Sudan",SSD,Austria,AUT,6,0,-
2022,"South Sudan",SSD,Belgium,BEL,12,25,-
2022,"South Sudan",SSD,"Burkina Faso",BFA,5,0,-
2022,"South Sudan",SSD,Botswana,BWA,5,0,-
2022,"South Sudan",SSD,Canada,CAN,14,19,-
2022,"South Sudan",SSD,"Central African Rep.",CAF,2609,0,-
2022,"South Sudan",SSD,Chad,TCD,23,0,-
2022,"South Sudan",SSD,Cameroon,CMR,5,8,-
2022,"South Sudan",SSD,"Dem. Rep. of the Congo",COD,56303,761,-
2022,"South Sudan",SSD,Eritrea,ERI,7,0,-
2022,"South Sudan",SSD,Ethiopia,ETH,403115,204,-
2022,"South Sudan",SSD,Finland,FIN,8,0,-
2022,"South Sudan",SSD,France,FRA,245,7,-
2022,"South Sudan",SSD,"United Kingdom of Great Britain and Northern Ireland",GBR,92,165,-
2022,"South Sudan",SSD,Germany,DEU,122,58,-
2022,"South Sudan",SSD,Ghana,GHA,7,5,-
2022,"South Sudan",SSD,Greece,GRC,56,9,-
2022,"South Sudan",SSD,Iceland,ISL,5,0,-
2022,"South Sudan",SSD,India,IND,5,107,-
2022,"South Sudan",SSD,Ireland,IRL,6,0,-
2022,"South Sudan",SSD,Iraq,IRQ,0,15,-
2022,"South Sudan",SSD,Israel,ISR,72,58,-
2022,"South Sudan",SSD,Italy,ITA,7,30,-
2022,"South Sudan",SSD,Jordan,JOR,11,8,-
2022,"South Sudan",SSD,Kenya,KEN,144441,79,-
2022,"South Sudan",SSD,Liberia,LBR,5,0,-
2022,"South Sudan",SSD,Libya,LBY,5,352,-
2022,"South Sudan",SSD,Lebanon,LBN,38,0,-
2022,"South Sudan",SSD,Lithuania,LTU,5,0,-
2022,"South Sudan",SSD,Malaysia,MYS,32,24,-
2022,"South Sudan",SSD,Malawi,MWI,5,0,-
2022,"South Sudan",SSD,Morocco,MAR,42,392,-
2022,"South Sudan",SSD,Mozambique,MOZ,0,5,-
2022,"South Sudan",SSD,Malta,MLT,22,29,-
2022,"South Sudan",SSD,Netherlands,NLD,99,10,-
2022,"South Sudan",SSD,Niger,NER,10,8,-
2022,"South Sudan",SSD,Norway,NOR,49,0,-
2022,"South Sudan",SSD,Portugal,PRT,31,0,-
2022,"South Sudan",SSD,Rwanda,RWA,10,8,-
2022,"South Sudan",SSD,"Saudi Arabia",SAU,0,7,-
2022,"South Sudan",SSD,Spain,ESP,5,10,-
2022,"South Sudan",SSD,Sudan,SDN,807532,0,-
2022,"South Sudan",SSD,Sweden,SWE,64,0,-
2022,"South Sudan",SSD,Switzerland,CHE,13,0,-
2022,"South Sudan",SSD,"Syrian Arab Rep.",SYR,77,0,-
2022,"South Sudan",SSD,"United Rep. of Tanzania",TZA,6,0,-
2022,"South Sudan",SSD,Tunisia,TUN,5,28,-
2022,"South Sudan",SSD,Uganda,UGA,927777,46,-
2022,"South Sudan",SSD,"United States of America",USA,59,91,-
2022,"South Sudan",SSD,Zambia,ZMB,5,0,-
2022,"South Sudan",SSD,Zimbabwe,ZWE,8,25,-
2022,Stateless,XXA,Egypt,EGY,5,0,-
2022,Stateless,XXA,Australia,AUS,3682,1382,-
2022,Stateless,XXA,Austria,AUT,1972,0,-
2022,Stateless,XXA,Belgium,BEL,329,7,-
2022,Stateless,XXA,Bulgaria,BGR,1021,43,-
2022,Stateless,XXA,Canada,CAN,457,76,-
2022,Stateless,XXA,Cyprus,CYP,74,0,-
2022,Stateless,XXA,Czechia,CZE,99,5,-
2022,Stateless,XXA,Denmark,DNK,2898,93,-
2022,Stateless,XXA,Estonia,EST,10,0,-
2022,Stateless,XXA,Finland,FIN,414,24,-
2022,Stateless,XXA,France,FRA,1784,175,-
2022,Stateless,XXA,"United Kingdom of Great Britain and Northern Ireland",GBR,3088,2102,-
2022,Stateless,XXA,Germany,DEU,13106,639,-
2022,Stateless,XXA,Greece,GRC,809,35,-
2022,Stateless,XXA,Croatia,HRV,12,5,-
2022,Stateless,XXA,Hungary,HUN,62,0,-
2022,Stateless,XXA,Iceland,ISL,20,0,-
2022,Stateless,XXA,Ireland,IRL,7,0,-
2022,Stateless,XXA,Iraq,IRQ,0,5,-
2022,Stateless,XXA,Italy,ITA,9,5,-
2022,Stateless,XXA,Jordan,JOR,0,64,-
2022,Stateless,XXA,Japan,JPN,9,0,-
2022,Stateless,XXA,"Rep. of Korea",KOR,0,5,-
2022,Stateless,XXA,Liechtenstein,LIE,0,5,-
2022,Stateless,XXA,Lithuania,LTU,37,0,-
2022,Stateless,XXA,Luxembourg,LUX,94,0,-
2022,Stateless,XXA,Netherlands,NLD,3119,40,-
2022,Stateless,XXA,Norway,NOR,2247,62,-
2022,Stateless,XXA,Nauru,NRU,61,8,-
2022,Stateless,XXA,"New Zealand",NZL,5,0,-
2022,Stateless,XXA,Philippines,PHL,5,0,-
2022,Stateless,XXA,"Papua New Guinea",PNG,5,0,-
2022,Stateless,XXA,Poland,POL,100,7,-
2022,Stateless,XXA,Portugal,PRT,31,0,-
2022,Stateless,XXA,Romania,ROU,124,7,-
2022,Stateless,XXA,"Russian Federation",RUS,28,5,-
2022,Stateless,XXA,Spain,ESP,6,10,-
2022,Stateless,XXA,Slovakia,SVK,10,0,-
2022,Stateless,XXA,Sweden,SWE,21382,522,-
2022,Stateless,XXA,Switzerland,CHE,784,0,-
2022,Stateless,XXA,Ukraine,UKR,47,10,-
2022,Stateless,XXA,"United States of America",USA,47,0,-
2022,"Saint Kitts and Nevis",KNA,Canada,CAN,9,5,-
2022,"Saint Kitts and Nevis",KNA,"United Kingdom of Great Britain and Northern Ireland",GBR,6,25,-
2022,"Saint Kitts and Nevis",KNA,Spain,ESP,0,5,-
2022,"Saint Kitts and Nevis",KNA,"United States of America",USA,5,6,-
2022,"Sao Tome and Principe",STP,Brazil,BRA,0,19,-
2022,"Sao Tome and Principe",STP,Gabon,GAB,6,0,-
2022,Sudan,SDN,Algeria,DZA,31,69,-
2022,Sudan,SDN,Angola,AGO,279,1670,-
2022,Sudan,SDN,Egypt,EGY,25706,32742,-
2022,Sudan,SDN,Argentina,ARG,5,0,-
2022,Sudan,SDN,Australia,AUS,580,253,-
2022,Sudan,SDN,Austria,AUT,293,47,-
2022,Sudan,SDN,Belgium,BEL,316,116,-
2022,Sudan,SDN,Benin,BEN,21,14,-
2022,Sudan,SDN,Botswana,BWA,5,0,-
2022,Sudan,SDN,Brazil,BRA,83,129,-
2022,Sudan,SDN,Bulgaria,BGR,12,0,-
2022,Sudan,SDN,Canada,CAN,624,275,-
2022,Sudan,SDN,"Central African Rep.",CAF,447,22,-
2022,Sudan,SDN,Chad,TCD,393082,1927,-
2022,Sudan,SDN,Cameroon,CMR,64,36,-
2022,Sudan,SDN,Congo,COG,31,41,-
2022,Sudan,SDN,"Dem. Rep. of the Congo",COD,47,7,-
2022,Sudan,SDN,Cuba,CUB,11,0,-
2022,Sudan,SDN,Cyprus,CYP,14,10,-
2022,Sudan,SDN,Czechia,CZE,9,0,-
2022,Sudan,SDN,Denmark,DNK,48,10,-
2022,Sudan,SDN,Djibouti,DJI,9,5,-
2022,Sudan,SDN,Ecuador,ECU,5,0,-
2022,Sudan,SDN,Eritrea,ERI,99,0,-
2022,Sudan,SDN,Estonia,EST,13,0,-
2022,Sudan,SDN,Ethiopia,ETH,46989,605,-
2022,Sudan,SDN,Finland,FIN,55,10,-
2022,Sudan,SDN,France,FRA,24223,1104,-
2022,Sudan,SDN,Gabon,GAB,5,0,-
2022,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,11371,4513,-
2022,Sudan,SDN,Georgia,GEO,6,0,-
2022,Sudan,SDN,Germany,DEU,3191,905,-
2022,Sudan,SDN,Ghana,GHA,601,107,-
2022,Sudan,SDN,Greece,GRC,594,50,-
2022,Sudan,SDN,"China, Hong Kong SAR",HKG,5,0,-
2022,Sudan,SDN,Croatia,HRV,5,5,-
2022,Sudan,SDN,Hungary,HUN,63,0,-
2022,Sudan,SDN,Iceland,ISL,7,0,-
2022,Sudan,SDN,"Cote d'Ivoire",CIV,9,0,-
2022,Sudan,SDN,India,IND,73,159,-
2022,Sudan,SDN,Indonesia,IDN,401,108,-
2022,Sudan,SDN,Ireland,IRL,246,50,-
2022,Sudan,SDN,Iraq,IRQ,94,705,-
2022,Sudan,SDN,Israel,ISR,590,4406,-
2022,Sudan,SDN,Italy,ITA,1159,383,-
2022,Sudan,SDN,Jordan,JOR,3438,2146,-
2022,Sudan,SDN,Japan,JPN,16,0,-
2022,Sudan,SDN,Kenya,KEN,5022,5194,-
2022,Sudan,SDN,"Rep. of Korea",KOR,32,46,-
2022,Sudan,SDN,Kuwait,KWT,0,17,-
2022,Sudan,SDN,Liberia,LBR,11,0,-
2022,Sudan,SDN,Libya,LBY,1436,16078,-
2022,Sudan,SDN,Lebanon,LBN,745,1641,-
2022,Sudan,SDN,Liechtenstein,LIE,0,9,-
2022,Sudan,SDN,"Sri Lanka",LKA,5,5,-
2022,Sudan,SDN,Luxembourg,LUX,55,42,-
2022,Sudan,SDN,Mauritania,MRT,13,36,-
2022,Sudan,SDN,"Rep. of Moldova",MDA,9,0,-
2022,Sudan,SDN,Mexico,MEX,0,19,-
2022,Sudan,SDN,Malaysia,MYS,190,115,-
2022,Sudan,SDN,Morocco,MAR,130,1197,-
2022,Sudan,SDN,Mozambique,MOZ,5,30,-
2022,Sudan,SDN,Malta,MLT,225,388,-
2022,Sudan,SDN,Namibia,NAM,7,0,-
2022,Sudan,SDN,Netherlands,NLD,1098,171,-
2022,Sudan,SDN,Niger,NER,949,1818,-
2022,Sudan,SDN,Nigeria,NGA,53,7,-
2022,Sudan,SDN,Norway,NOR,1515,14,-
2022,Sudan,SDN,Nauru,NRU,5,0,-
2022,Sudan,SDN,"New Zealand",NZL,6,5,-
2022,Sudan,SDN,Oman,OMN,0,7,-
2022,Sudan,SDN,Panama,PAN,5,0,-
2022,Sudan,SDN,Philippines,PHL,7,58,-
2022,Sudan,SDN,"Papua New Guinea",PNG,34,0,-
2022,Sudan,SDN,Poland,POL,5,11,-
2022,Sudan,SDN,Portugal,PRT,86,5,-
2022,Sudan,SDN,Qatar,QAT,0,15,-
2022,Sudan,SDN,Romania,ROU,24,16,-
2022,Sudan,SDN,"South Africa",ZAF,86,60,-
2022,Sudan,SDN,"Russian Federation",RUS,5,0,-
2022,Sudan,SDN,Rwanda,RWA,95,49,-
2022,Sudan,SDN,"Saudi Arabia",SAU,0,122,-
2022,Sudan,SDN,Somalia,SOM,0,12,-
2022,Sudan,SDN,Spain,ESP,622,245,-
2022,Sudan,SDN,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,0,-
2022,Sudan,SDN,"South Sudan",SSD,310104,21,-
2022,Sudan,SDN,Slovenia,SVN,6,0,-
2022,Sudan,SDN,Sweden,SWE,1077,68,-
2022,Sudan,SDN,Switzerland,CHE,153,14,-
2022,Sudan,SDN,"Syrian Arab Rep.",SYR,736,95,-
2022,Sudan,SDN,"United Rep. of Tanzania",TZA,0,6,-
2022,Sudan,SDN,Thailand,THA,0,5,-
2022,Sudan,SDN,Tunisia,TUN,168,377,-
2022,Sudan,SDN,"United Arab Emirates",ARE,14,6,-
2022,Sudan,SDN,Uganda,UGA,2985,808,-
2022,Sudan,SDN,Ukraine,UKR,26,6,-
2022,Sudan,SDN,"United States of America",USA,1388,1203,-
2022,Sudan,SDN,Yemen,YEM,109,507,-
2022,Sudan,SDN,Zambia,ZMB,28,0,-
2022,Sudan,SDN,Zimbabwe,ZWE,6,0,-
2022,Suriname,SUR,Belgium,BEL,0,5,-
2022,Suriname,SUR,Brazil,BRA,0,21,-
2022,Suriname,SUR,Canada,CAN,5,5,-
2022,Suriname,SUR,"Costa Rica",CRI,0,5,-
2022,Suriname,SUR,France,FRA,11,21,-
2022,Suriname,SUR,Mexico,MEX,0,8,-
2022,Suriname,SUR,Netherlands,NLD,9,0,-
2022,Suriname,SUR,"United States of America",USA,11,58,-
2022,Slovakia,SVK,Belarus,BLR,0,5,-
2022,Slovakia,SVK,Canada,CAN,374,130,-
2022,Slovakia,SVK,France,FRA,140,0,-
2022,Slovakia,SVK,Germany,DEU,73,0,-
2022,Slovakia,SVK,Netherlands,NLD,10,0,-
2022,Slovakia,SVK,"United States of America",USA,5,37,-
2022,Slovenia,SVN,Brazil,BRA,0,5,-
2022,Slovenia,SVN,Canada,CAN,0,5,-
2022,Slovenia,SVN,Germany,DEU,7,0,-
2022,Slovenia,SVN,"United States of America",USA,5,10,-
2022,Eswatini,SWZ,Australia,AUS,0,21,-
2022,Eswatini,SWZ,Canada,CAN,11,0,-
2022,Eswatini,SWZ,"United Kingdom of Great Britain and Northern Ireland",GBR,52,5,-
2022,Eswatini,SWZ,Germany,DEU,5,5,-
2022,Eswatini,SWZ,Ireland,IRL,26,32,-
2022,Eswatini,SWZ,Portugal,PRT,23,0,-
2022,Eswatini,SWZ,"South Africa",ZAF,7,18,-
2022,Eswatini,SWZ,Sweden,SWE,5,0,-
2022,Eswatini,SWZ,"United States of America",USA,5,10,-
2022,Sweden,SWE,Brazil,BRA,0,5,-
2022,Sweden,SWE,Canada,CAN,0,13,-
2022,Sweden,SWE,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2022,Sweden,SWE,Germany,DEU,11,0,-
2022,Sweden,SWE,"Rep. of Moldova",MDA,5,0,-
2022,Sweden,SWE,"United States of America",USA,0,42,-
2022,Switzerland,CHE,Brazil,BRA,0,5,-
2022,Switzerland,CHE,"Rep. of Moldova",MDA,5,0,-
2022,Switzerland,CHE,"United States of America",USA,0,16,-
2022,"Syrian Arab Rep.",SYR,Albania,ALB,20,6,-
2022,"Syrian Arab Rep.",SYR,Algeria,DZA,7345,0,-
2022,"Syrian Arab Rep.",SYR,Angola,AGO,0,5,-
2022,"Syrian Arab Rep.",SYR,Egypt,EGY,143803,0,-
2022,"Syrian Arab Rep.",SYR,Argentina,ARG,440,100,-
2022,"Syrian Arab Rep.",SYR,Armenia,ARM,4855,9,-
2022,"Syrian Arab Rep.",SYR,Australia,AUS,595,52,-
2022,"Syrian Arab Rep.",SYR,Austria,AUT,67588,11589,-
2022,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,34,0,-
2022,"Syrian Arab Rep.",SYR,Bahrain,BHR,5,40,-
2022,"Syrian Arab Rep.",SYR,Belgium,BEL,20086,1089,-
2022,"Syrian Arab Rep.",SYR,Benin,BEN,36,16,-
2022,"Syrian Arab Rep.",SYR,"Burkina Faso",BFA,5,5,-
2022,"Syrian Arab Rep.",SYR,Belarus,BLR,59,12,-
2022,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,22,0,-
2022,"Syrian Arab Rep.",SYR,Brazil,BRA,3971,3832,-
2022,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,25,5,-
2022,"Syrian Arab Rep.",SYR,Bulgaria,BGR,22226,2451,-
2022,"Syrian Arab Rep.",SYR,Canada,CAN,411,246,-
2022,"Syrian Arab Rep.",SYR,Chad,TCD,49,22,-
2022,"Syrian Arab Rep.",SYR,China,CHN,39,6,-
2022,"Syrian Arab Rep.",SYR,Chile,CHL,113,31,-
2022,"Syrian Arab Rep.",SYR,Cameroon,CMR,5,10,-
2022,"Syrian Arab Rep.",SYR,Congo,COG,5,12,-
2022,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,12,14,-
2022,"Syrian Arab Rep.",SYR,Colombia,COL,11,7,-
2022,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,5,29,-
2022,"Syrian Arab Rep.",SYR,Cuba,CUB,23,8,-
2022,"Syrian Arab Rep.",SYR,Cyprus,CYP,10869,7229,-
2022,"Syrian Arab Rep.",SYR,Czechia,CZE,422,11,-
2022,"Syrian Arab Rep.",SYR,Denmark,DNK,19424,203,-
2022,"Syrian Arab Rep.",SYR,Djibouti,DJI,15,5,-
2022,"Syrian Arab Rep.",SYR,"Dominican Rep.",DOM,5,0,-
2022,"Syrian Arab Rep.",SYR,Ecuador,ECU,162,5,-
2022,"Syrian Arab Rep.",SYR,Estonia,EST,94,0,-
2022,"Syrian Arab Rep.",SYR,Ethiopia,ETH,55,613,-
2022,"Syrian Arab Rep.",SYR,Finland,FIN,2610,100,-
2022,"Syrian Arab Rep.",SYR,France,FRA,39091,507,-
2022,"Syrian Arab Rep.",SYR,Gambia,GMB,5,0,-
2022,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,12155,5898,-
2022,"Syrian Arab Rep.",SYR,Georgia,GEO,448,17,-
2022,"Syrian Arab Rep.",SYR,Germany,DEU,664238,43628,-
2022,"Syrian Arab Rep.",SYR,Ghana,GHA,246,75,-
2022,"Syrian Arab Rep.",SYR,Greece,GRC,41594,2188,-
2022,"Syrian Arab Rep.",SYR,Guinea,GIN,14,0,-
2022,"Syrian Arab Rep.",SYR,Croatia,HRV,552,29,-
2022,"Syrian Arab Rep.",SYR,Hungary,HUN,826,0,-
2022,"Syrian Arab Rep.",SYR,Iceland,ISL,204,25,-
2022,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,148,6,-
2022,"Syrian Arab Rep.",SYR,India,IND,71,65,-
2022,"Syrian Arab Rep.",SYR,Indonesia,IDN,19,25,-
2022,"Syrian Arab Rep.",SYR,Ireland,IRL,2954,69,-
2022,"Syrian Arab Rep.",SYR,Iraq,IRQ,262756,0,-
2022,"Syrian Arab Rep.",SYR,Italy,ITA,3525,903,-
2022,"Syrian Arab Rep.",SYR,Jordan,JOR,675433,0,-
2022,"Syrian Arab Rep.",SYR,Japan,JPN,93,0,-
2022,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,14,5,-
2022,"Syrian Arab Rep.",SYR,Kenya,KEN,5,5,-
2022,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,69,9,-
2022,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1250,28,-
2022,"Syrian Arab Rep.",SYR,Kuwait,KWT,147,107,-
2022,"Syrian Arab Rep.",SYR,Liberia,LBR,28,33,-
2022,"Syrian Arab Rep.",SYR,Libya,LBY,480,13682,-
2022,"Syrian Arab Rep.",SYR,Lebanon,LBN,831053,0,-
2022,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,65,0,-
2022,"Syrian Arab Rep.",SYR,Lithuania,LTU,479,35,-
2022,"Syrian Arab Rep.",SYR,Luxembourg,LUX,2049,537,-
