Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","06/04/2023 14:28 UTC"
"Last updated:","16 June 2022"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=15Eqwr
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Other people in need of international protection"
2022,Cuba,CUB,Spain,ESP,199,3115,-
2022,Cuba,CUB,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,7,16,-
2022,Cuba,CUB,Suriname,SUR,17,2017,-
2022,Cuba,CUB,Slovakia,SVK,32,0,-
2022,Cuba,CUB,Slovenia,SVN,0,86,-
2022,Cuba,CUB,Sweden,SWE,23,8,-
2022,Cuba,CUB,Switzerland,CHE,18,52,-
2022,Cuba,CUB,"Trinidad and Tobago",TTO,163,1221,-
2022,Cuba,CUB,Uruguay,URY,33,9079,-
2022,Cuba,CUB,"United States of America",USA,2810,48245,-
2022,"Curacao ",CUW,"United States of America",USA,35,0,-
2022,"Cabo Verde",CPV,Argentina,ARG,0,5,-
2022,"Cabo Verde",CPV,Brazil,BRA,0,195,-
2022,"Cabo Verde",CPV,Canada,CAN,0,5,-
2022,"Cabo Verde",CPV,France,FRA,0,10,-
2022,"Cabo Verde",CPV,"United Kingdom of Great Britain and Northern Ireland",GBR,5,0,-
2022,"Cabo Verde",CPV,Germany,DEU,0,5,-
2022,"Cabo Verde",CPV,Italy,ITA,5,0,-
2022,"Cabo Verde",CPV,Mexico,MEX,0,5,-
2022,"Cabo Verde",CPV,"United States of America",USA,0,55,-
2022,Cyprus,CYP,Brazil,BRA,0,5,-
2022,Cyprus,CYP,Canada,CAN,0,6,-
2022,Cyprus,CYP,"United Kingdom of Great Britain and Northern Ireland",GBR,0,9,-
2022,Cyprus,CYP,"United States of America",USA,0,7,-
2022,Czechia,CZE,Argentina,ARG,0,5,-
2022,Czechia,CZE,Belgium,BEL,5,0,-
2022,Czechia,CZE,Brazil,BRA,0,5,-
2022,Czechia,CZE,Canada,CAN,186,75,-
2022,Czechia,CZE,"Costa Rica",CRI,0,5,-
2022,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2022,Czechia,CZE,Germany,DEU,397,5,-
2022,Czechia,CZE,Netherlands,NLD,5,0,-
2022,Czechia,CZE,"New Zealand",NZL,10,0,-
2022,Czechia,CZE,"United States of America",USA,8,52,-
2022,Denmark,DNK,Brazil,BRA,0,12,-
2022,Denmark,DNK,Canada,CAN,0,5,-
2022,Denmark,DNK,"United States of America",USA,0,10,-
2022,Djibouti,DJI,Egypt,EGY,22,21,-
2022,Djibouti,DJI,Belgium,BEL,385,58,-
2022,Djibouti,DJI,Brazil,BRA,0,7,-
2022,Djibouti,DJI,Canada,CAN,195,52,-
2022,Djibouti,DJI,Cyprus,CYP,0,10,-
2022,Djibouti,DJI,Ethiopia,ETH,53,5,-
2022,Djibouti,DJI,France,FRA,569,172,-
2022,Djibouti,DJI,"United Kingdom of Great Britain and Northern Ireland",GBR,6,6,-
2022,Djibouti,DJI,Germany,DEU,45,28,-
2022,Djibouti,DJI,Greece,GRC,17,6,-
2022,Djibouti,DJI,Kuwait,KWT,0,5,-
2022,Djibouti,DJI,Somalia,SOM,0,7,-
2022,Djibouti,DJI,Spain,ESP,0,5,-
2022,Djibouti,DJI,Sweden,SWE,30,19,-
2022,Djibouti,DJI,"United States of America",USA,363,633,-
2022,Djibouti,DJI,Yemen,YEM,5,6,-
2022,Dominica,DMA,Brazil,BRA,0,18,-
2022,Dominica,DMA,Canada,CAN,5,5,-
2022,Dominica,DMA,France,FRA,5,0,-
2022,Dominica,DMA,"United Kingdom of Great Britain and Northern Ireland",GBR,22,40,-
2022,Dominica,DMA,Germany,DEU,5,0,-
2022,Dominica,DMA,Ireland,IRL,0,5,-
2022,Dominica,DMA,Mexico,MEX,0,14,-
2022,Dominica,DMA,Peru,PER,0,5,-
2022,Dominica,DMA,"United States of America",USA,13,66,-
2022,"Dominican Rep.",DOM,Argentina,ARG,10,578,-
2022,"Dominican Rep.",DOM,Brazil,BRA,7,1240,-
2022,"Dominican Rep.",DOM,Bulgaria,BGR,0,6,-
2022,"Dominican Rep.",DOM,Canada,CAN,99,172,-
2022,"Dominican Rep.",DOM,Chile,CHL,0,95,-
2022,"Dominican Rep.",DOM,"Costa Rica",CRI,0,146,-
2022,"Dominican Rep.",DOM,Ecuador,ECU,5,5,-
2022,"Dominican Rep.",DOM,Finland,FIN,5,0,-
2022,"Dominican Rep.",DOM,France,FRA,160,78,-
2022,"Dominican Rep.",DOM,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2022,"Dominican Rep.",DOM,Germany,DEU,10,5,-
2022,"Dominican Rep.",DOM,Greece,GRC,10,5,-
2022,"Dominican Rep.",DOM,Ireland,IRL,0,5,-
2022,"Dominican Rep.",DOM,Italy,ITA,16,18,-
2022,"Dominican Rep.",DOM,Mexico,MEX,37,749,-
2022,"Dominican Rep.",DOM,Panama,PAN,5,0,-
2022,"Dominican Rep.",DOM,Paraguay,PRY,0,11,-
2022,"Dominican Rep.",DOM,Peru,PER,20,55,-
2022,"Dominican Rep.",DOM,Portugal,PRT,0,47,-
2022,"Dominican Rep.",DOM,Spain,ESP,30,95,-
2022,"Dominican Rep.",DOM,Suriname,SUR,0,6,-
2022,"Dominican Rep.",DOM,"Trinidad and Tobago",TTO,0,100,-
2022,"Dominican Rep.",DOM,Uruguay,URY,0,441,-
2022,"Dominican Rep.",DOM,"United States of America",USA,251,1411,-
2022,Ecuador,ECU,Argentina,ARG,16,31,-
2022,Ecuador,ECU,Belgium,BEL,0,6,-
2022,Ecuador,ECU,"Bolivia (Plurinational State of)",BOL,5,6,-
2022,Ecuador,ECU,Brazil,BRA,59,114,-
2022,Ecuador,ECU,Canada,CAN,58,122,-
2022,Ecuador,ECU,Chile,CHL,23,29,-
2022,Ecuador,ECU,Colombia,COL,5,11,-
2022,Ecuador,ECU,"Costa Rica",CRI,0,78,-
2022,Ecuador,ECU,France,FRA,37,0,-
2022,Ecuador,ECU,"United Kingdom of Great Britain and Northern Ireland",GBR,5,29,-
2022,Ecuador,ECU,Germany,DEU,23,5,-
2022,Ecuador,ECU,Israel,ISR,0,21,-
2022,Ecuador,ECU,Italy,ITA,26,23,-
2022,Ecuador,ECU,"Rep. of Moldova",MDA,0,5,-
2022,Ecuador,ECU,Mexico,MEX,62,610,-
2022,Ecuador,ECU,Montenegro,MNE,0,5,-
2022,Ecuador,ECU,Netherlands,NLD,5,0,-
2022,Ecuador,ECU,Panama,PAN,0,16,-
2022,Ecuador,ECU,Paraguay,PRY,0,8,-
2022,Ecuador,ECU,Peru,PER,5,270,-
2022,Ecuador,ECU,Poland,POL,5,0,-
2022,Ecuador,ECU,Portugal,PRT,24,0,-
2022,Ecuador,ECU,Spain,ESP,71,580,-
2022,Ecuador,ECU,Sweden,SWE,6,0,-
2022,Ecuador,ECU,Switzerland,CHE,5,5,-
2022,Ecuador,ECU,Uruguay,URY,8,31,-
2022,Ecuador,ECU,"United States of America",USA,1929,32665,-
2022,"Equatorial Guinea",GNQ,Belgium,BEL,0,5,-
2022,"Equatorial Guinea",GNQ,Brazil,BRA,0,17,-
2022,"Equatorial Guinea",GNQ,Canada,CAN,5,0,-
2022,"Equatorial Guinea",GNQ,Cameroon,CMR,0,5,-
2022,"Equatorial Guinea",GNQ,France,FRA,60,15,-
2022,"Equatorial Guinea",GNQ,"United Kingdom of Great Britain and Northern Ireland",GBR,5,8,-
2022,"Equatorial Guinea",GNQ,Germany,DEU,28,5,-
2022,"Equatorial Guinea",GNQ,Greece,GRC,5,0,-
2022,"Equatorial Guinea",GNQ,Mexico,MEX,0,9,-
2022,"Equatorial Guinea",GNQ,Spain,ESP,35,120,-
2022,"Equatorial Guinea",GNQ,Sweden,SWE,5,0,-
2022,"Equatorial Guinea",GNQ,Switzerland,CHE,5,0,-
2022,"Equatorial Guinea",GNQ,"United States of America",USA,17,112,-
2022,Eritrea,ERI,Algeria,DZA,5,0,-
2022,Eritrea,ERI,Angola,AGO,83,1791,-
2022,Eritrea,ERI,Egypt,EGY,15436,7158,-
2022,Eritrea,ERI,Argentina,ARG,6,5,-
2022,Eritrea,ERI,Australia,AUS,99,11,-
2022,Eritrea,ERI,Austria,AUT,492,31,-
2022,Eritrea,ERI,Belgium,BEL,4540,661,-
2022,Eritrea,ERI,Benin,BEN,5,0,-
2022,Eritrea,ERI,Brazil,BRA,25,75,-
2022,Eritrea,ERI,Bulgaria,BGR,13,7,-
2022,Eritrea,ERI,Canada,CAN,473,297,-
2022,Eritrea,ERI,Chad,TCD,9,20,-
2022,Eritrea,ERI,China,CHN,6,0,-
2022,Eritrea,ERI,"Dem. Rep. of the Congo",COD,8,0,-
2022,Eritrea,ERI,Colombia,COL,5,0,-
2022,Eritrea,ERI,"Costa Rica",CRI,0,7,-
2022,Eritrea,ERI,Cuba,CUB,5,0,-
2022,Eritrea,ERI,Cyprus,CYP,54,5,-
2022,Eritrea,ERI,Czechia,CZE,11,0,-
2022,Eritrea,ERI,Denmark,DNK,5885,142,-
2022,Eritrea,ERI,Djibouti,DJI,673,350,-
2022,Eritrea,ERI,Ecuador,ECU,11,5,-
2022,Eritrea,ERI,Estonia,EST,10,0,-
2022,Eritrea,ERI,Ethiopia,ETH,161203,255,-
2022,Eritrea,ERI,Finland,FIN,871,7,-
2022,Eritrea,ERI,France,FRA,11489,482,-
2022,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,15615,6886,-
2022,Eritrea,ERI,Georgia,GEO,10,24,-
2022,Eritrea,ERI,Germany,DEU,64496,2746,-
2022,Eritrea,ERI,Ghana,GHA,129,70,-
2022,Eritrea,ERI,Greece,GRC,1439,199,-
2022,Eritrea,ERI,Guinea,GIN,14,0,-
2022,Eritrea,ERI,Croatia,HRV,27,0,-
2022,Eritrea,ERI,Hungary,HUN,46,0,-
2022,Eritrea,ERI,Iceland,ISL,9,0,-
2022,Eritrea,ERI,"Cote d'Ivoire",CIV,8,0,-
2022,Eritrea,ERI,India,IND,13,13,-
2022,Eritrea,ERI,Indonesia,IDN,141,116,-
2022,Eritrea,ERI,Ireland,IRL,110,18,-
2022,Eritrea,ERI,Iraq,IRQ,5,30,-
2022,Eritrea,ERI,Israel,ISR,223,9972,-
2022,Eritrea,ERI,Italy,ITA,3222,5210,-
2022,Eritrea,ERI,Jordan,JOR,37,5,-
2022,Eritrea,ERI,Kenya,KEN,905,1536,-
2022,Eritrea,ERI,"Rep. of Korea",KOR,10,0,-
2022,Eritrea,ERI,Kuwait,KWT,5,28,-
2022,Eritrea,ERI,Libya,LBY,355,4037,-
2022,Eritrea,ERI,Lebanon,LBN,19,20,-
2022,Eritrea,ERI,Lesotho,LSO,31,45,-
2022,Eritrea,ERI,Liechtenstein,LIE,22,0,-
2022,Eritrea,ERI,Lithuania,LTU,40,0,-
2022,Eritrea,ERI,Luxembourg,LUX,1440,200,-
2022,Eritrea,ERI,Latvia,LVA,35,0,-
2022,Eritrea,ERI,Mexico,MEX,7,108,-
2022,Eritrea,ERI,Mali,MLI,5,0,-
2022,Eritrea,ERI,Malaysia,MYS,25,10,-
2022,Eritrea,ERI,Malawi,MWI,0,7,-
2022,Eritrea,ERI,Morocco,MAR,42,41,-
2022,Eritrea,ERI,Mozambique,MOZ,0,31,-
2022,Eritrea,ERI,Malta,MLT,903,254,-
2022,Eritrea,ERI,Netherlands,NLD,19204,867,-
2022,Eritrea,ERI,Niger,NER,39,204,-
2022,Eritrea,ERI,Nigeria,NGA,41,9,-
2022,Eritrea,ERI,Norway,NOR,10883,140,-
2022,Eritrea,ERI,"New Zealand",NZL,6,5,-
2022,Eritrea,ERI,Panama,PAN,0,38,-
2022,Eritrea,ERI,Philippines,PHL,21,20,-
2022,Eritrea,ERI,Poland,POL,5,0,-
2022,Eritrea,ERI,Portugal,PRT,202,0,-
2022,Eritrea,ERI,Qatar,QAT,0,5,-
2022,Eritrea,ERI,Romania,ROU,73,0,-
2022,Eritrea,ERI,"South Africa",ZAF,1347,1023,-
2022,Eritrea,ERI,Rwanda,RWA,210,77,-
2022,Eritrea,ERI,"Saudi Arabia",SAU,36,143,-
2022,Eritrea,ERI,Somalia,SOM,57,38,-
2022,Eritrea,ERI,Spain,ESP,312,75,-
2022,Eritrea,ERI,"South Sudan",SSD,832,2396,-
2022,Eritrea,ERI,Sudan,SDN,117955,13236,-
2022,Eritrea,ERI,Slovenia,SVN,86,0,-
2022,Eritrea,ERI,Eswatini,SWZ,5,15,-
2022,Eritrea,ERI,Sweden,SWE,25849,309,-
2022,Eritrea,ERI,Switzerland,CHE,14726,284,-
2022,Eritrea,ERI,"Syrian Arab Rep.",SYR,16,0,-
2022,Eritrea,ERI,Tunisia,TUN,135,162,-
2022,Eritrea,ERI,"United Arab Emirates",ARE,0,7,-
2022,Eritrea,ERI,Uganda,UGA,12228,12403,-
2022,Eritrea,ERI,Ukraine,UKR,11,21,-
2022,Eritrea,ERI,"United States of America",USA,5165,1173,-
2022,Eritrea,ERI,Yemen,YEM,1306,483,-
2022,Eritrea,ERI,Zambia,ZMB,101,18,-
2022,Eritrea,ERI,Zimbabwe,ZWE,21,5,-
2022,Estonia,EST,France,FRA,5,0,-
2022,Estonia,EST,Poland,POL,5,0,-
2022,Estonia,EST,"South Africa",ZAF,5,7,-
2022,Estonia,EST,"Russian Federation",RUS,5,0,-
2022,Estonia,EST,Spain,ESP,5,0,-
2022,Estonia,EST,"United States of America",USA,137,45,-
2022,Ethiopia,ETH,Angola,AGO,0,57,-
2022,Ethiopia,ETH,Egypt,EGY,5674,10550,-
2022,Ethiopia,ETH,Argentina,ARG,5,0,-
2022,Ethiopia,ETH,Australia,AUS,409,179,-
2022,Ethiopia,ETH,Austria,AUT,247,50,-
2022,Ethiopia,ETH,Belgium,BEL,187,144,-
2022,Ethiopia,ETH,Belarus,BLR,5,0,-
2022,Ethiopia,ETH,Botswana,BWA,5,0,-
2022,Ethiopia,ETH,Brazil,BRA,29,72,-
2022,Ethiopia,ETH,Bulgaria,BGR,10,0,-
2022,Ethiopia,ETH,Canada,CAN,966,485,-
2022,Ethiopia,ETH,Chad,TCD,20,17,-
2022,Ethiopia,ETH,China,CHN,0,8,-
2022,Ethiopia,ETH,Cameroon,CMR,0,5,-
2022,Ethiopia,ETH,"Dem. Rep. of the Congo",COD,0,5,-
2022,Ethiopia,ETH,Colombia,COL,7,0,-
2022,Ethiopia,ETH,"Costa Rica",CRI,5,0,-
2022,Ethiopia,ETH,Cuba,CUB,5,0,-
2022,Ethiopia,ETH,Cyprus,CYP,10,21,-
2022,Ethiopia,ETH,Czechia,CZE,5,0,-
2022,Ethiopia,ETH,Denmark,DNK,92,15,-
2022,Ethiopia,ETH,Djibouti,DJI,2961,10667,-
2022,Ethiopia,ETH,Ecuador,ECU,5,0,-
2022,Ethiopia,ETH,Eritrea,ERI,15,0,-
2022,Ethiopia,ETH,Finland,FIN,151,43,-
2022,Ethiopia,ETH,France,FRA,3208,376,-
2022,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,2015,1530,-
2022,Ethiopia,ETH,Georgia,GEO,0,6,-
2022,Ethiopia,ETH,Germany,DEU,6912,2975,-
2022,Ethiopia,ETH,Ghana,GHA,11,6,-
2022,Ethiopia,ETH,Greece,GRC,547,62,-
2022,Ethiopia,ETH,"China, Hong Kong SAR",HKG,7,0,-
2022,Ethiopia,ETH,Croatia,HRV,0,5,-
2022,Ethiopia,ETH,Hungary,HUN,42,0,-
2022,Ethiopia,ETH,Iceland,ISL,11,0,-
2022,Ethiopia,ETH,"Cote d'Ivoire",CIV,7,5,-
2022,Ethiopia,ETH,India,IND,28,60,-
2022,Ethiopia,ETH,Indonesia,IDN,120,35,-
2022,Ethiopia,ETH,Ireland,IRL,81,43,-
2022,Ethiopia,ETH,Iraq,IRQ,0,8,-
2022,Ethiopia,ETH,Israel,ISR,109,837,-
2022,Ethiopia,ETH,Italy,ITA,979,85,-
2022,Ethiopia,ETH,Jordan,JOR,19,20,-
2022,Ethiopia,ETH,Japan,JPN,32,0,-
2022,Ethiopia,ETH,Kenya,KEN,21066,10433,-
2022,Ethiopia,ETH,"Rep. of Korea",KOR,171,164,-
2022,Ethiopia,ETH,Kuwait,KWT,0,7,-
2022,Ethiopia,ETH,Libya,LBY,34,1293,-
2022,Ethiopia,ETH,Lebanon,LBN,93,1101,-
2022,Ethiopia,ETH,Lesotho,LSO,6,11,-
2022,Ethiopia,ETH,Lithuania,LTU,5,0,-
2022,Ethiopia,ETH,Luxembourg,LUX,59,48,-
2022,Ethiopia,ETH,Mauritania,MRT,8,8,-
2022,Ethiopia,ETH,Mexico,MEX,6,36,-
2022,Ethiopia,ETH,Malaysia,MYS,12,12,-
2022,Ethiopia,ETH,Malawi,MWI,9,76,-
2022,Ethiopia,ETH,Morocco,MAR,0,13,-
2022,Ethiopia,ETH,Mozambique,MOZ,9,15,-
2022,Ethiopia,ETH,Malta,MLT,173,40,-
2022,Ethiopia,ETH,Namibia,NAM,0,5,-
2022,Ethiopia,ETH,Netherlands,NLD,658,244,-
2022,Ethiopia,ETH,Niger,NER,20,28,-
2022,Ethiopia,ETH,Nigeria,NGA,8,5,-
2022,Ethiopia,ETH,Norway,NOR,1192,76,-
2022,Ethiopia,ETH,"New Zealand",NZL,14,0,-
2022,Ethiopia,ETH,Peru,PER,5,0,-
2022,Ethiopia,ETH,Philippines,PHL,5,6,-
2022,Ethiopia,ETH,Poland,POL,8,6,-
2022,Ethiopia,ETH,Portugal,PRT,15,5,-
2022,Ethiopia,ETH,Romania,ROU,6,0,-
2022,Ethiopia,ETH,"South Africa",ZAF,15240,45365,-
2022,Ethiopia,ETH,Rwanda,RWA,17,5,-
2022,Ethiopia,ETH,"Saudi Arabia",SAU,0,11,-
2022,Ethiopia,ETH,Somalia,SOM,4816,17866,-
2022,Ethiopia,ETH,Spain,ESP,39,30,-
2022,Ethiopia,ETH,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,0,-
2022,Ethiopia,ETH,"South Sudan",SSD,4610,901,-
2022,Ethiopia,ETH,Sudan,SDN,57682,14533,-
2022,Ethiopia,ETH,Slovenia,SVN,0,5,-
2022,Ethiopia,ETH,Eswatini,SWZ,16,83,-
2022,Ethiopia,ETH,Sweden,SWE,2530,314,-
2022,Ethiopia,ETH,Switzerland,CHE,1028,174,-
2022,Ethiopia,ETH,"Syrian Arab Rep.",SYR,13,0,-
2022,Ethiopia,ETH,Thailand,THA,10,11,-
2022,Ethiopia,ETH,Tunisia,TUN,5,44,-
2022,Ethiopia,ETH,"United Arab Emirates",ARE,8,5,-
2022,Ethiopia,ETH,Uganda,UGA,2992,1904,-
2022,Ethiopia,ETH,Ukraine,UKR,25,5,-
2022,Ethiopia,ETH,"United States of America",USA,7655,9120,-
2022,Ethiopia,ETH,Yemen,YEM,6514,11799,-
2022,Ethiopia,ETH,Zambia,ZMB,45,8,-
2022,Ethiopia,ETH,Zimbabwe,ZWE,70,18,-
2022,"French Guiana",GUF,Brazil,BRA,0,20,-
2022,"French Guiana",GUF,"Costa Rica",CRI,0,5,-
2022,"French Guiana",GUF,Mexico,MEX,7,81,-
2022,"French Guiana",GUF,"United States of America",USA,0,8,-
2022,Fiji,FJI,Australia,AUS,248,2662,-
2022,Fiji,FJI,Brazil,BRA,0,21,-
2022,Fiji,FJI,Canada,CAN,0,6,-
2022,Fiji,FJI,"United Kingdom of Great Britain and Northern Ireland",GBR,5,0,-
2022,Fiji,FJI,"New Zealand",NZL,15,17,-
2022,Fiji,FJI,"United States of America",USA,100,467,-
2022,Finland,FIN,"Rep. of Moldova",MDA,5,0,-
2022,Finland,FIN,Mexico,MEX,0,5,-
2022,Finland,FIN,"United States of America",USA,0,5,-
2022,France,FRA,Australia,AUS,0,25,-
2022,France,FRA,Brazil,BRA,0,40,-
2022,France,FRA,Canada,CAN,0,100,-
2022,France,FRA,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2022,France,FRA,Germany,DEU,12,0,-
2022,France,FRA,"Rep. of Moldova",MDA,18,0,-
2022,France,FRA,Mexico,MEX,0,21,-
2022,France,FRA,Philippines,PHL,0,5,-
2022,France,FRA,Poland,POL,5,0,-
2022,France,FRA,Spain,ESP,0,5,-
2022,France,FRA,Switzerland,CHE,5,0,-
2022,France,FRA,"United States of America",USA,17,138,-
2022,Gabon,GAB,Austria,AUT,5,0,-
2022,Gabon,GAB,Belgium,BEL,30,40,-
2022,Gabon,GAB,Canada,CAN,26,37,-
2022,Gabon,GAB,Cameroon,CMR,0,5,-
2022,Gabon,GAB,Cyprus,CYP,0,5,-
2022,Gabon,GAB,France,FRA,520,194,-
2022,Gabon,GAB,"United Kingdom of Great Britain and Northern Ireland",GBR,9,6,-
2022,Gabon,GAB,Germany,DEU,21,22,-
2022,Gabon,GAB,Greece,GRC,5,7,-
2022,Gabon,GAB,Italy,ITA,0,6,-
2022,Gabon,GAB,Morocco,MAR,0,8,-
2022,Gabon,GAB,Portugal,PRT,5,0,-
2022,Gabon,GAB,"South Africa",ZAF,0,11,-
2022,Gabon,GAB,Spain,ESP,5,5,-
2022,Gabon,GAB,Togo,TGO,0,6,-
2022,Gabon,GAB,"United States of America",USA,48,371,-
2022,Gambia,GMB,Algeria,DZA,0,5,-
2022,Gambia,GMB,Argentina,ARG,0,10,-
2022,Gambia,GMB,Australia,AUS,10,6,-
2022,Gambia,GMB,Austria,AUT,110,51,-
2022,Gambia,GMB,Belgium,BEL,37,73,-
2022,Gambia,GMB,Brazil,BRA,9,313,-
2022,Gambia,GMB,Canada,CAN,48,88,-
2022,Gambia,GMB,Cameroon,CMR,0,5,-
2022,Gambia,GMB,"Costa Rica",CRI,0,5,-
2022,Gambia,GMB,Cyprus,CYP,6,65,-
2022,Gambia,GMB,Denmark,DNK,5,5,-
2022,Gambia,GMB,Finland,FIN,28,28,-
2022,Gambia,GMB,France,FRA,548,191,-
2022,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,829,304,-
2022,Gambia,GMB,Germany,DEU,1492,1138,-
2022,Gambia,GMB,Greece,GRC,122,70,-
2022,Gambia,GMB,Guinea,GIN,5,0,-
2022,Gambia,GMB,Ireland,IRL,0,6,-
2022,Gambia,GMB,Italy,ITA,6324,736,-
2022,Gambia,GMB,"Rep. of Korea",KOR,0,44,-
2022,Gambia,GMB,Lebanon,LBN,0,5,-
2022,Gambia,GMB,Luxembourg,LUX,6,0,-
2022,Gambia,GMB,Mauritania,MRT,0,8,-
2022,Gambia,GMB,Mexico,MEX,0,29,-
2022,Gambia,GMB,Morocco,MAR,0,145,-
2022,Gambia,GMB,Malta,MLT,26,130,-
2022,Gambia,GMB,Netherlands,NLD,87,121,-
2022,Gambia,GMB,Norway,NOR,13,0,-
2022,Gambia,GMB,Peru,PER,5,0,-
2022,Gambia,GMB,Portugal,PRT,21,144,-
2022,Gambia,GMB,Romania,ROU,5,0,-
2022,Gambia,GMB,"South Africa",ZAF,0,5,-
2022,Gambia,GMB,Senegal,SEN,7,49,-
2022,Gambia,GMB,Spain,ESP,69,435,-
2022,Gambia,GMB,Slovenia,SVN,0,7,-
2022,Gambia,GMB,Sweden,SWE,177,74,-
2022,Gambia,GMB,Switzerland,CHE,30,13,-
2022,Gambia,GMB,Tunisia,TUN,0,20,-
2022,Gambia,GMB,"United States of America",USA,1296,755,-
2022,Palestinian,PSE,Albania,ALB,8,0,-
2022,Palestinian,PSE,Algeria,DZA,225,0,-
2022,Palestinian,PSE,Egypt,EGY,70021,0,-
2022,Palestinian,PSE,Argentina,ARG,25,9,-
2022,Palestinian,PSE,Armenia,ARM,7,0,-
2022,Palestinian,PSE,Australia,AUS,457,204,-
2022,Palestinian,PSE,Azerbaijan,AZE,5,0,-
2022,Palestinian,PSE,Bahrain,BHR,0,15,-
2022,Palestinian,PSE,Belgium,BEL,3655,1313,-
2022,Palestinian,PSE,Belarus,BLR,7,0,-
2022,Palestinian,PSE,Brazil,BRA,578,343,-
2022,Palestinian,PSE,Canada,CAN,671,264,-
2022,Palestinian,PSE,China,CHN,11,5,-
2022,Palestinian,PSE,Chile,CHL,15,6,-
2022,Palestinian,PSE,"Dem. Rep. of the Congo",COD,0,6,-
2022,Palestinian,PSE,Cyprus,CYP,2218,130,-
2022,Palestinian,PSE,Ecuador,ECU,10,7,-
2022,Palestinian,PSE,Ethiopia,ETH,0,13,-
2022,Palestinian,PSE,France,FRA,1981,51,-
2022,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,646,605,-
2022,Palestinian,PSE,Georgia,GEO,0,10,-
2022,Palestinian,PSE,Germany,DEU,2157,1099,-
2022,Palestinian,PSE,Ghana,GHA,19,10,-
2022,Palestinian,PSE,Greece,GRC,6366,234,-
2022,Palestinian,PSE,"China, Hong Kong SAR",HKG,5,0,-
2022,Palestinian,PSE,Croatia,HRV,0,5,-
2022,Palestinian,PSE,Hungary,HUN,86,0,-
2022,Palestinian,PSE,Iceland,ISL,153,30,-
2022,Palestinian,PSE,India,IND,52,14,-
2022,Palestinian,PSE,Indonesia,IDN,161,88,-
2022,Palestinian,PSE,Ireland,IRL,140,33,-
2022,Palestinian,PSE,Iraq,IRQ,7864,175,-
2022,Palestinian,PSE,Italy,ITA,740,96,-
2022,Palestinian,PSE,Kyrgyzstan,KGZ,0,5,-
2022,Palestinian,PSE,"Rep. of Korea",KOR,8,6,-
2022,Palestinian,PSE,Kuwait,KWT,5,5,-
2022,Palestinian,PSE,Libya,LBY,161,695,-
2022,Palestinian,PSE,"Sri Lanka",LKA,5,0,-
2022,Palestinian,PSE,Latvia,LVA,7,0,-
2022,Palestinian,PSE,Mauritania,MRT,78,35,-
2022,Palestinian,PSE,"Rep. of Moldova",MDA,5,0,-
2022,Palestinian,PSE,Mexico,MEX,5,8,-
2022,Palestinian,PSE,Malaysia,MYS,249,538,-
2022,Palestinian,PSE,Morocco,MAR,90,177,-
2022,Palestinian,PSE,Mozambique,MOZ,0,9,-
2022,Palestinian,PSE,Malta,MLT,72,23,-
2022,Palestinian,PSE,Netherlands,NLD,0,21,-
2022,Palestinian,PSE,Nigeria,NGA,21,20,-
2022,Palestinian,PSE,"New Zealand",NZL,10,0,-
2022,Palestinian,PSE,Pakistan,PAK,21,0,-
2022,Palestinian,PSE,Peru,PER,41,8,-
2022,Palestinian,PSE,Philippines,PHL,63,16,-
2022,Palestinian,PSE,Poland,POL,11,11,-
2022,Palestinian,PSE,Portugal,PRT,6,13,-
2022,Palestinian,PSE,Qatar,QAT,0,7,-
2022,Palestinian,PSE,Romania,ROU,63,0,-
2022,Palestinian,PSE,"South Africa",ZAF,33,10,-
2022,Palestinian,PSE,"Russian Federation",RUS,6,0,-
2022,Palestinian,PSE,"Saudi Arabia",SAU,14,474,-
2022,Palestinian,PSE,Somalia,SOM,8,0,-
2022,Palestinian,PSE,Spain,ESP,1381,345,-
2022,Palestinian,PSE,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,6,0,-
2022,Palestinian,PSE,Sudan,SDN,49,24,-
2022,Palestinian,PSE,Slovakia,SVK,9,0,-
2022,Palestinian,PSE,Slovenia,SVN,27,0,-
2022,Palestinian,PSE,Sweden,SWE,1345,325,-
2022,Palestinian,PSE,Thailand,THA,237,5,-
