objectid,iso3,gis_name,ref_conv_1951,ref_conv_1951_date,ref_prot_1967,ref_prot_1967_date,ref_conv_prot_note,sta_conv_1954,sta_conv_1954_date,sta_conv_1961,sta_conv_1961_date,sta_conv_prot_note,unhcr_region,region,subregion,code_op,excom,comments,globalid,region_pcode,m49code,short_name_en,short_name_sp,short_name_ar,short_name_fr,short_name_ru,short_name_ch,m49_region,m49_region_group,m49_sub_region,hcr3,color_code,territory,entity_last_update
171,PAK,Pakistan,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South-West Asia,PAK ABC,Inactive,NA,{24340FE6-0C04-4383-86B1-E106A8030992},RBAP,586,Pakistan,Pakistán,باكستان,Pakistan,Пакистан,巴基斯坦,Asia,,Southern Asia,PAK,PAK,NA,1666109157000
74,CMR,Cameroon,Active,-258508800000,Active,-72144000000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for West and Central Africa,Africa,Central Africa and the Great Lakes,CMR ABC,Inactive,NA,{D570218C-EA3B-477C-AA8B-A8EFB8A06266},RBWCA,120,Cameroon,Camerún,الكاميرون,Cameroun,Камерун,喀麦隆,Africa,Sub-Saharan Africa,Middle Africa,CMR,CMR,NA,1666109157000
138,NRU,Nauru,Active,1309219200000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{D15E88C6-DE87-4355-9FA1-4D61621CC9ED},RBAP,520,Nauru,Nauru,ناورو,Nauru,Науру,瑙鲁,Oceania,,Micronesia,NRU,NRU,NA,1666109157000
71,LBN,Lebanon,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,LBN ABC,Inactive,NA,{39D376A1-453B-477D-9FC8-2DB1E6B85622},RBMENA,422,Lebanon,Líbano,لبنان,Liban,Ливан,黎巴嫩,Asia,,Western Asia,LEB,LBN,NA,1666109157000
228,BOL,Plurinational State of Bolivia,Active,382060800000,Active,382060800000,,Active,434246400000,Active,434246400000,,Regional Bureau for the Americas ,Americas,Latin America,ARG RO ABC,Inactive,NA,{464FC90F-4C02-4706-A732-624CD83C3152},RBA,68,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),بوليفيا (دولة - المتعددة القوميات),Bolivie (État plurinational de),Боливия (Многонациональное Государство),多民族玻利维亚国,Americas,Latin America and the Caribbean,South America,BOL,BOL,NA,1666109157000
10,BEL,Belgium,Active,-519004800000,Active,-23155200000,,Active,-302918400000,Active,1404172800000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",BEL RO ABC,Inactive,NA,{80AFE33E-93AE-46ED-8BF4-31E6D98E03A5},RBE,56,Belgium,Bélgica,بلجيكا,Belgique,Бельгия,比利时,Europe,,Western Europe,BEL,BEL,NA,1666109157000
102,GNB,Guinea-Bissau,Active,192844800000,Active,192844800000,,Active,1474243200000,Active,1474243200000,,Regional Bureau for West and Central Africa,Africa,West Africa,SEN RO ABC,Inactive,NA,{82F61392-11BD-4D9F-9E3D-033BFBC0C764},RBWCA,624,Guinea-Bissau,Guinea-Bissau,غينيا - بيساو,Guinée-Bissau,Гвинея-Бисау,几内亚比绍,Africa,Sub-Saharan Africa,Western Africa,GNB,GNB,NA,1666109157000
94,ECU,Ecuador,Active,-453686400000,Active,-26006400000,,Active,23673600000,Active,1348444800000,,Regional Bureau for the Americas ,Americas,Latin America,ECU ABC,Inactive,NA,{D17A3CEC-3AE3-4B22-B78E-7466AFED8AE4},RBA,218,Ecuador,Ecuador,إكوادور,Équateur,Эквадор,厄瓜多尔,Americas,Latin America and the Caribbean,South America,ECU,ECU,NA,1666109157000
126,GNQ,Equatorial Guinea,Active,508118400000,Active,508118400000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for West and Central Africa,Africa,Central Africa and the Great Lakes,COD RO ABC,Inactive,NA,{CB3B7B3B-3B56-4F0F-B782-60030A4987E3},RBWCA,226,Equatorial Guinea,Guinea Ecuatorial,غينيا الاستوائية,Guinée équatoriale,Экваториальная Гвинея,赤道几内亚,Africa,Sub-Saharan Africa,Middle Africa,EGU,GNQ,NA,1666109157000
178,EGY,Egypt,Active,359337600000,Active,359337600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,North Africa,EGY ABC,Inactive,NA,{6B2E0285-284A-4776-829F-002F24D2FF01},RBMENA,818,Egypt,Egipto,مصر,Égypte,Египет,埃及,Africa,,Northern Africa,ARE,EGY,NA,1666109157000
135,STP,Sao Tome and Principe,Active,255139200000,Active,255139200000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for West and Central Africa,Africa,Central Africa and the Great Lakes,COD RO ABC,Inactive,NA,{1C76BCFA-54D9-4031-9D5E-FE81CC3F6C04},RBWCA,678,Sao Tome and Principe,Santo Tomé y Príncipe,سان تومي وبرينسيبي,Sao Tomé-et-Principe,Сан-Томе и Принсипи,圣多美和普林西比,Africa,Sub-Saharan Africa,Middle Africa,STP,STP,NA,1666109157000
73,GUF,French Guiana (FRA),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",FRA ABC,Inactive,NA,{E9617980-B80C-4C0C-A027-1635E55F908C},RBE,254,French Guiana,Guayana Francesa,غيانا الفرنسية,Guyane française,Французская Гвиана,法属圭亚那,Americas,Latin America and the Caribbean,South America,FGU,FRA,NA,1666109157000
58,TUN,Tunisia,Active,-384652800000,Active,-38188800000,,Active,-13478400000,Active,958089600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,North Africa,TUN ABC,Inactive,NA,{BA00272D-C3A8-4078-A3D3-283A2FAC31BE},RBMENA,788,Tunisia,Túnez,تونس,Tunisie,Тунис,突尼斯,Africa,,Northern Africa,TUN,TUN,NA,1666109157000
120,GMB,Gambia,Active,-104716800000,Active,-71280000000,,Active,1404172800000,Active,1404172800000,,Regional Bureau for West and Central Africa,Africa,West Africa,SEN RO ABC,Inactive,NA,{C42A59F1-D925-4E2E-8C52-EB5DF99C4CFC},RBWCA,270,Gambia,Gambia,غامبيا,Gambie,Гамбия,冈比亚,Africa,Sub-Saharan Africa,Western Africa,GAM,GMB,NA,1666109157000
21,SGP,Singapore,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,THA RO ABC,Inactive,NA,{0404C178-62E1-4405-87C8-916AA709BF02},RBAP,702,Singapore,Singapur,سنغافورة,Singapour,Сингапур,新加坡,Asia,,South-eastern Asia,SIN,SGP,NA,1666109157000
122,SOM,Somalia,Active,276825600000,Active,276825600000,,Inactive,-2209161600000,Inactive,-2209161600000,,"Regional Bureau for the East and Horn of Africa, and Great Lakes",Africa,East and Horn of Africa,SOM ABC,Inactive,NA,{26548DFE-FC0C-4374-A0CE-265884DFD8BD},RBEHAGL,706,Somalia,Somalia,الصومال,Somalie,Сомали,索马里,Africa,Sub-Saharan Africa,Eastern Africa,SOM,SOM,NA,1666109157000
140,BEN,Benin,Active,-244425600000,Active,16070400000,,Active,1323302400000,Active,1323302400000,,Regional Bureau for West and Central Africa,Africa,West Africa,SEN RO ABC,Inactive,NA,{3C079024-C54F-42F8-AB61-0CE68EE22CEB},RBWCA,204,Benin,Benin,بنن,Bénin,Бенин,贝宁,Africa,Sub-Saharan Africa,Western Africa,BEN,BEN,NA,1666109157000
146,LAO,Lao People's Democratic Republic,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,THA RO ABC,Inactive,NA,{2F8E46AE-E0D1-4C21-BFF3-97F066B8CD55},RBAP,418,Lao People's Democratic Republic,República Democrática Popular Lao,جمهورية لاو الديمقراطية الشعبية,République démocratique populaire lao,Лаосская Народно-Демократическая Республика,老挝人民民主共和国,Asia,,South-eastern Asia,LAO,LAO,NA,1666109157000
150,KEN,Kenya,Active,-114566400000,Active,374457600000,,Inactive,-2209161600000,Inactive,-2209161600000,,"Regional Bureau for the East and Horn of Africa, and Great Lakes",Africa,East and Horn of Africa,KEN ABC,Inactive,NA,{741E0BC4-4051-4AD1-8E4A-697FAE3E6FD3},RBEHAGL,404,Kenya,Kenya,كينيا,Kenya,Кения,肯尼亚,Africa,Sub-Saharan Africa,Eastern Africa,KEN,KEN,NA,1666109157000
154,HUN,Hungary,Active,605836800000,Active,605836800000,,Active,1006300800000,Active,1242086400000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",HUN RO ABC,Inactive,NA,{94DBF4A5-B6FE-4320-A918-4CC4005D11BE},RBE,348,Hungary,Hungría,هنغاريا,Hongrie,Венгрия,匈牙利,Europe,,Eastern Europe,HUN,HUN,NA,1666109157000
125,SLV,El Salvador,Active,420336000000,Active,420336000000,,Active,1423440000000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,Latin America,PAN RO ABC,Inactive,NA,{C347F44B-9E99-420D-84E6-EAD78BB4FE1A},RBA,222,El Salvador,El Salvador,السلفادور,El Salvador,Сальвадор,萨尔瓦多,Americas,Latin America and the Caribbean,Central America,SAL,SLV,NA,1666109157000
63,ABW,Aruba (K. of the Netherlands),Inactive,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{503FFB36-950F-4874-992C-C5A2B8C12287},RBE,533,Aruba,Aruba,أروبا,Aruba,Аруба,阿鲁巴,Americas,Latin America and the Caribbean,Caribbean,ABW,ABW,NA,1666109157000
193,JAM,Jamaica,Active,-171158400000,Active,341712000000,,Inactive,-2209161600000,Active,1357689600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{021FA34D-7317-4720-8924-0C14B1B0F7C2},RBA,388,Jamaica,Jamaica,جامايكا,Jamaïque,Ямайка,牙买加,Americas,Latin America and the Caribbean,Caribbean,JAM,JAM,NA,1666109157000
208,QAT,Qatar,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,SAU ABC,Inactive,NA,{E97BC7F8-0FA8-4907-9C43-B66FC997009B},RBMENA,634,Qatar,Qatar,قطر,Qatar,Катар,卡塔尔,Asia,,Western Asia,QAT,QAT,NA,1666109157000
212,SLB,Solomon Islands,Active,793929600000,Active,797644800000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{A88F2B1F-8F67-4833-83EF-B7C8A39DC4F9},RBAP,90,Solomon Islands,Islas Salomón,جزر سليمان,Îles Salomon,Соломоновы Острова,所罗门群岛,Oceania,,Melanesia,SOL,SLB,NA,1666109157000
40,MKD,North Macedonia,Active,758851200000,Active,758851200000,,Active,758851200000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,South-Eastern Europe,BIH RO ABC,Inactive,NA,{EE060768-9E40-4188-979C-B2419E99C3DF},RBE,807,North Macedonia,Macedonia del Norte,مقدونيا الشمالية,Macédoine du Nord,Северная Македония,北马其顿,Europe,,Southern Europe,MCD,MKD,NA,1666109157000
177,CHE,Switzerland,Active,-471657600000,Active,-51062400000,,Active,78969600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",BEL RO ABC,Inactive,NA,{5FE527F1-6D02-43FE-B664-162D3005FE9E},RBE,756,Switzerland,Suiza,سويسرا,Suisse,Швейцария,瑞士,Europe,,Western Europe,SWI,CHE,NA,1666109157000
5,GUY,Guyana,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{61AD41DC-D5C3-4F3B-AC3A-37EE805041F2},RBA,328,Guyana,Guyana,غيانا,Guyana,Гайана,圭亚那,Americas,Latin America and the Caribbean,South America,GUY,GUY,NA,1666109157000
176,ZMB,Zambia,Active,-8553600000,Active,-8553600000,,Active,152496000000,Inactive,-2209161600000,,Regional Bureau for Southern Africa,Africa,Southern Africa,ZMB ABC,Inactive,NA,{9D5BD210-F0D8-4105-8ADB-581C89A67EE7},RBSA,894,Zambia,Zambia,زامبيا,Zambie,Замбия,赞比亚,Africa,Sub-Saharan Africa,Eastern Africa,ZAM,ZMB,NA,1666109157000
118,DZA,Algeria,Active,-216518400000,Active,-67824000000,,Active,-172454400000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,North Africa,DZA ABC,Inactive,NA,{0D3A94C6-C8BA-4528-BE11-E34F9521E8F0},RBMENA,12,Algeria,Argelia,الجزائر,Algérie,Алжир,阿尔及利亚,Africa,,Northern Africa,ALG,DZA,NA,1666109157000
19,PAN,Panama,Active,270864000000,Active,270864000000,,Active,1306972800000,Active,1306972800000,,Regional Bureau for the Americas ,Americas,Latin America,PAN RO ABC,Inactive,NA,{BEFB7D7A-B856-4E78-AAF0-A1BAEF4CDA92},RBA,591,Panama,Panamá,بنما,Panama,Панама,巴拿马,Americas,Latin America and the Caribbean,Central America,PAN,PAN,NA,1666109157000
194,MAR,Morocco,Active,-414979200000,Active,40953600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,North Africa,MAR ABC,Inactive,NA,{863679F7-D311-4AB7-9EC2-07A865C7B9DE},RBMENA,504,Morocco,Marruecos,المغرب,Maroc,Марокко,摩洛哥,Africa,,Northern Africa,MOR,MAR,NA,1666109157000
92,COG,Republic of the Congo,Active,-227664000000,Active,16416000000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Southern Africa,Africa,Central Africa and the Great Lakes,COG ABC,Inactive,NA,{62E70FDC-8BA1-467D-9A00-E900B9C8B69B},RBSA,178,Congo,Congo,الكونغو,Congo,Конго,刚果,Africa,Sub-Saharan Africa,Middle Africa,COB,COG,NA,1666109157000
34,CUW,Curaçao (K. of the Netherlands),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{C301CB71-2823-4FDC-B349-CBDF028E1840},RBE,531,Curaçao,Curazao,كوراساو,Curaçao,Кюрасао,库拉索,Americas,Latin America and the Caribbean,Caribbean,CUW,CUW,NA,1666109157000
145,MRT,Mauritania,Active,547171200000,Active,547171200000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,North Africa,MRT ABC,Inactive,NA,{1203E3D9-447A-4815-9B00-D862A4DA1227},RBMENA,478,Mauritania,Mauritania,موريتانيا,Mauritanie,Мавритания,毛里塔尼亚,Africa,Sub-Saharan Africa,Western Africa,MAU,MRT,NA,1666109157000
30,GHA,Ghana,Active,-214358400000,Active,-42249600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for West and Central Africa,Africa,West Africa,GHA ABC,Inactive,NA,{05AB6A32-887C-485C-9BD9-F61CD5F38BF6},RBWCA,288,Ghana,Ghana,غانا,Ghana,Гана,加纳,Africa,Sub-Saharan Africa,Western Africa,GHA,GHA,NA,1666109157000
103,JPN,Japan,Active,370915200000,Active,378691200000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,JPN ABC,Inactive,NA,{496222E0-6B12-45D8-AB6D-1A21DAB28BDD},RBAP,392,Japan,Japón,اليابان,Japon,Япония,日本,Asia,,Eastern Asia,JPN,JPN,NA,1666109157000
131,SGS,South Georgia and the South Sandwich Islands (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Americas,North America and the Caribbean,0,Inactive,NA,{B82062B5-0F56-413C-B0D3-A17CD8CE64FE},RBE,239,South Georgia and the South Sandwich Islands,Georgia del Sur y las Islas Sandwich del Sur,جورجيا الجنوبية وجزر ساندويتش الجنوبية,Géorgie du Sud-et-les Îles Sandwich du Sud,Южная Джорджия и Южные Сандвичевы острова,南乔治亚岛和南桑德韦奇岛,Americas,Latin America and the Caribbean,South America,NA,GBR,NA,1666109157000
3,BRA,Brazil,Active,-287971200000,Active,71452800000,,Active,839894400000,Active,1193270400000,,Regional Bureau for the Americas ,Americas,Latin America,BRA ABC,Inactive,NA,{FBBAB28D-ED99-4860-ADE6-050E159BA8DD},RBA,76,Brazil,Brasil,البرازيل,Brésil,Бразилия,巴西,Americas,Latin America and the Caribbean,South America,BRA,BRA,NA,1666109157000
132,GAB,Gabon,Active,-179280000000,Active,115344000000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for West and Central Africa,Africa,Central Africa and the Great Lakes,COD RO ABC,Inactive,NA,{CE0F4BC8-1BDD-467E-8862-C035F5909E7D},RBWCA,266,Gabon,Gabón,غابون,Gabon,Габон,加蓬,Africa,Sub-Saharan Africa,Middle Africa,GAB,GAB,NA,1666109157000
119,BTN,Bhutan,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,THA RO ABC,Inactive,NA,{F32618AE-BD78-477A-929A-0F12E727FDB9},RBAP,64,Bhutan,Bhután,بوتان,Bhoutan,Бутан,不丹,Asia,,Southern Asia,BHU,BTN,NA,1666109157000
160,AFG,Afghanistan,Active,1125360000000,Active,1125360000000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South-West Asia,AFG ABC,Inactive,NA,{4CF26FC2-5B54-40B2-BE75-D6EE5D09C269},RBAP,4,Afghanistan,Afganistán,أفغانستان,Afghanistan,Афганистан,阿富汗,Asia,,Southern Asia,AFG,AFG,NA,1666109157000
22,ROU,Romania,Active,681523200000,Active,681523200000,,Active,1138320000000,Active,1138320000000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",HUN RO ABC,Inactive,NA,{368FF931-BE25-435C-8712-E0792EDBD8C5},RBE,642,Romania,Rumania,رومانيا,Roumanie,Румыния,罗马尼亚,Europe,,Eastern Europe,ROM,ROU,NA,1666109157000
33,FJI,Fiji,Active,77155200000,Active,77155200000,,Active,77155200000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{41426E8E-E116-482F-B40D-D7E2627F7457},RBAP,242,Fiji,Fiji,فيجي,Fidji,Фиджи,斐济,Oceania,,Melanesia,FIJ,FJI,NA,1666109157000
44,SUR,Suriname,Active,281145600000,Active,281145600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{9AA7C472-E1AD-4F5E-9A58-8C6E275ABDC8},RBA,740,Suriname,Suriname,سورينام,Suriname,Суринам,苏里南,Americas,Latin America and the Caribbean,South America,SUR,SUR,NA,1666109157000
32,TKM,Turkmenistan,Active,888796800000,Active,888796800000,,Active,1323216000000,Active,1346198400000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,Central Asia,KAZ RO ABC,Inactive,NA,{AC579C1F-9176-49BC-AB9E-64C8E8CD913B},RBAP,795,Turkmenistan,Turkmenistán,تركمانستان,Turkménistan,Туркменистан,土库曼斯坦,Asia,,Central Asia,TKM,TKM,NA,1666109157000
112,NIC,Nicaragua,Active,323049600000,Active,323049600000,,Active,1373846400000,Active,1375056000000,,Regional Bureau for the Americas ,Americas,Latin America,PAN RO ABC,Inactive,NA,{5B8CEC41-8662-4709-AD4E-44E6A1F9EC9B},RBA,558,Nicaragua,Nicaragua,نيكاراغوا,Nicaragua,Никарагуа,尼加拉瓜,Americas,Latin America and the Caribbean,Central America,NIC,NIC,NA,1666109157000
88,MEX,Mexico,Active,960336000000,Active,960336000000,,Active,960336000000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,Latin America,MEX ABC,Inactive,NA,{C83EF13C-945A-4556-8AEB-218F69507F5B},RBA,484,Mexico,México,المكسيك,Mexique,Мексика,墨西哥,Americas,Latin America and the Caribbean,Central America,MEX,MEX,NA,1666109157000
46,HTI,Haiti,Active,464918400000,Active,464918400000,,Active,1538006400000,Active,1538006400000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{C99C1615-047C-4C59-807E-646CFA877D9C},RBA,332,Haiti,Haití,هايتي,Haïti,Гаити,海地,Americas,Latin America and the Caribbean,Caribbean,HAI,HTI,NA,1666109157000
121,SAU,Saudi Arabia,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,SAU ABC,Inactive,NA,{4038FD63-DEFC-49FC-8210-A043A67C047B},RBMENA,682,Saudi Arabia,Arabia Saudita,المملكة العربية السعودية,Arabie saoudite,Саудовская Аравия,沙特阿拉伯,Asia,,Western Asia,SAU,SAU,NA,1666109157000
12,AND,Andorra,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",0,Inactive,NA,{430E3FF1-7861-444D-A9CC-CD4B9ADE6D9A},RBE,20,Andorra,Andorra,أندورا,Andorre,Андорра,安道尔,Europe,,Southern Europe,AND,AND,NA,1666109157000
27,MDA,Republic of Moldova,Active,1012435200000,Active,1012435200000,,Active,1334793600000,Active,1334793600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",HUN RO ABC,Inactive,NA,{2E293BE8-3B3C-447E-BF99-E384FD9AA772},RBE,498,Republic of Moldova,República de Moldova,جمهورية مولدوفا,République de Moldova,Республика Молдова,摩尔多瓦共和国,Europe,,Eastern Europe,MDA,MDA,NA,1666109157000
149,HKG,Hong Kong (CHN),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,CHN RO ABC,Inactive,NA,{82DA9FA8-360A-4FC9-AA30-34C380AE66C8},RBAP,344,"China, Hong Kong Special Administrative Region","China, región administrativa especial de Hong Kong",الصين، منطقة هونغ كونغ الإدارية الخاصة,"Chine, région administrative spéciale de Hong Kong","Китай, Специальный административный район Гонконг",中国香港特别行政区,Asia,,Eastern Asia,HKG,CHN,NA,1666109157000
16,GBR,United Kingdom of Great Britain and Northern Ireland,Active,-498960000000,Active,-41817600000,,Active,-338083200000,Active,-118713600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",GBR ABC,Inactive,NA,{6B61D919-254E-469E-850B-2653E63CAEA5},RBE,826,United Kingdom of Great Britain and Northern Ireland,Reino Unido de Gran Bretaña e Irlanda del Norte,المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية,Royaume-Uni de Grande-Bretagne et d’Irlande du Nord,Соединенное Королевство Великобритании и Северной Ирландии,大不列颠及北爱尔兰联合王国,Europe,,Northern Europe,GBR,GBR,NA,1666109157000
80,MSR,Montserrat (GBR),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{96E317A4-A18A-403A-952D-7622693262C2},RBE,500,Montserrat,Montserrat,مونتسيرات,Montserrat,Монтсеррат,蒙特塞拉特,Americas,Latin America and the Caribbean,Caribbean,MSR,GBR,NA,1666109157000
47,ISR,Israel,Active,-481334400000,Active,-48902400000,,Active,-347932800000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,ISR ABC,Inactive,NA,{B6808080-218A-4F8B-B939-E2EDA8F80203},RBMENA,376,Israel,Israel,إسرائيل,Israël,Израиль,以色列,Asia,,Western Asia,ISR,ISR,NA,1666109157000
173,PSE,State of Palestine,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,ISR ABC,Inactive,NA,{DEADB46B-9A5A-450E-8DC0-420D11E86AF8},RBMENA,275,State of Palestine,Estado de Palestina,دولة فلسطين,État de Palestine,Государство Палестина,巴勒斯坦国,Asia,,Western Asia,GAZ,PSE,NA,1666109157000
35,FIN,Finland,Active,-38707200000,Active,-38707200000,,Active,-38707200000,Active,1218067200000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",SWE RO ABC,Inactive,NA,{2A48367F-97F0-4FCD-8D0D-F3DCAD54EDD2},RBE,246,Finland,Finlandia,فنلندا,Finlande,Финляндия,芬兰,Europe,,Northern Europe,FIN,FIN,NA,1666109157000
219,LVA,Latvia,Active,870307200000,Active,870307200000,,Active,941760000000,Active,703209600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",SWE RO ABC,Inactive,NA,{78AB0F5A-EBA0-408E-9C02-432140FE3FA5},RBE,428,Latvia,Letonia,لاتفيا,Lettonie,Латвия,拉脱维亚,Europe,,Northern Europe,LVA,LVA,NA,1666109157000
113,CYM,Cayman Islands (GBR),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{7FA81DDB-42E2-44B5-A635-5A171B377345},RBE,136,Cayman Islands,Islas Caimán,جزر كايمان,Îles Caïmanes,Кайман острова,开曼群岛,Americas,Latin America and the Caribbean,Caribbean,CAY,GBR,NA,1666109157000
42,DJI,Djibouti,Active,239932800000,Active,239932800000,,Inactive,-2209161600000,Inactive,-2209161600000,,"Regional Bureau for the East and Horn of Africa, and Great Lakes",Africa,East and Horn of Africa,DJI ABC,Inactive,NA,{505A54A5-41B7-45C3-8C4A-0693EEC18E61},RBEHAGL,262,Djibouti,Djibouti,جيبوتي,Djibouti,Джибути,吉布提,Africa,Sub-Saharan Africa,Eastern Africa,DJB,DJI,NA,1666109157000
170,THA,Thailand,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,THA ABC,Inactive,NA,{CED2C5C7-761C-4589-909C-2A33064C2D2C},RBAP,764,Thailand,Tailandia,تايلند,Thaïlande,Таиланд,泰国,Asia,,South-eastern Asia,THA,THA,NA,1666109157000
67,CIV,Côte d'Ivoire,Active,-254534400000,Active,3974400000,,Active,1380758400000,Active,1380758400000,,Regional Bureau for West and Central Africa,Africa,West Africa,CIV ABC,Inactive,NA,{9DEEE0F9-10F4-4663-80C5-5C375216C8E1},RBWCA,384,Côte d’Ivoire,Côte d’Ivoire,كوت ديفوار,Côte d’Ivoire,Кот-д'Ивуар,科特迪瓦,Africa,Sub-Saharan Africa,Western Africa,ICO,CIV,NA,1666109157000
